,Competition,Strength training,Recovery,Supplements,Cardiovascular training,Physiotherapy,Cancelled enrollment_False,Cancelled enrollment_True,Past injuries_False,Past injuries_True,Outcome
11070,1,740,148,223,707,15,1,0,0,1,0
11071,3,697,356,728,82,0,1,0,1,0,1
11072,2,219,70,60,0,141,1,0,0,1,1
11073,3,38,0,5,0,0,1,0,0,1,0
11074,2,108,50,128,7,75,1,0,0,1,1
11075,1,353,452,211,51,7,1,0,1,0,0
11076,0,639,313,13,84,193,1,0,0,1,1
11077,0,964,514,47,207,443,1,0,0,1,1
11078,0,525,0,29,3,56,1,0,1,0,0
11079,1,609,176,185,609,1,1,0,1,0,0
11080,1,1756,798,315,640,64,1,0,0,1,1
11081,0,372,92,16,103,37,1,0,0,1,0
11082,1,1044,55,343,879,3,1,0,0,1,1
11083,1,385,29,157,532,3,1,0,0,1,1
11084,3,33,45,50,15,0,1,0,1,0,1
11085,3,120,2714,44,166,0,1,0,1,0,1
11086,2,33,18,68,207,0,1,0,1,0,0
11087,2,132,201,297,1,0,1,0,1,0,1
11088,3,7,180,33,66,0,1,0,1,0,1
11089,1,146,92,51,233,6,0,1,0,1,0
11090,2,128,1,64,1,0,1,0,1,0,1
11091,2,224,190,300,3,68,1,0,0,1,0
11092,0,418,114,53,83,301,1,0,0,1,1
11093,3,39,693,25,80,0,1,0,1,0,1
11094,2,185,540,243,27,136,1,0,1,0,1
11095,3,17,31,30,13,0,1,0,1,0,0
11096,1,4148,667,501,1798,63,1,0,0,1,1
11097,0,301,166,5,116,256,1,0,0,1,1
11098,3,49,203,61,69,0,1,0,1,0,1
11099,1,3197,1437,668,1240,53,1,0,0,1,1
11100,2,99,0,100,257,0,1,0,1,0,1
11101,3,84,228,80,20,0,0,1,1,0,0
11102,1,247,184,111,410,0,1,0,0,1,0
11103,0,602,253,30,182,0,1,0,0,1,1
11104,3,22,131,68,115,0,1,0,1,0,1
11105,1,97,54,40,219,0,0,1,0,1,0
11106,1,494,61,255,779,2,1,0,0,1,1
11107,1,2122,1193,500,875,56,1,0,0,1,1
11108,2,231,67,209,14,16,1,0,0,1,1
11109,0,59,9,16,2,0,1,0,0,1,0
11110,1,61,3,16,73,6,1,0,0,1,0
11111,0,11,24,6,74,0,1,0,0,1,0
11112,0,852,1035,29,135,584,1,0,0,1,1
11113,2,194,20,9,101,0,1,0,0,1,1
11114,3,57,2159,130,115,0,1,0,1,0,1
11115,3,1,16,5,61,0,1,0,1,0,1
11116,1,1724,165,265,445,28,1,0,0,1,1
11117,1,997,681,269,678,17,0,1,0,1,0
11118,0,970,2055,52,184,546,1,0,0,1,1
11119,1,189,121,91,0,2,0,1,0,1,0
11120,1,859,1343,342,922,8,1,0,0,1,1
11121,0,87,11,13,126,0,1,0,0,1,1
11122,2,386,204,99,0,0,1,0,0,1,1
11123,1,190,260,140,91,8,0,1,0,1,0
11124,1,91,35,40,29,1,0,1,1,0,0
11125,1,825,303,593,585,5,1,0,0,1,1
11126,3,41,126,91,98,0,1,0,1,0,0
11127,0,256,1,8,83,0,1,0,0,1,1
11128,1,985,201,284,1082,22,1,0,0,1,1
11129,2,19,0,23,236,0,1,0,1,0,1
11130,3,56,46,50,64,0,1,0,1,0,1
11131,3,568,0,28,187,0,1,0,0,1,1
11132,3,83,877,35,98,0,1,0,1,0,1
11133,0,1322,323,17,119,367,1,0,1,0,1
11134,2,294,435,228,26,0,1,0,0,1,1
11135,1,673,304,245,573,57,1,0,0,1,1
11136,1,1543,522,239,558,38,1,0,0,1,1
11137,2,98,2,18,6,0,0,1,1,0,0
11138,2,81,759,157,14,0,1,0,0,1,1
11139,1,213,49,122,266,2,0,1,0,1,0
11140,1,826,143,204,249,20,0,1,0,1,0
11141,3,2,3,6,14,0,1,0,1,0,0
11142,3,39,179,52,64,0,1,0,1,0,1
11143,2,260,114,165,6,89,1,0,0,1,1
11144,1,629,212,105,599,0,1,0,0,1,1
11145,2,31,35,30,3,11,0,1,0,1,0
11146,2,167,112,79,3,48,1,0,0,1,0
11147,1,936,243,177,465,3,1,0,0,1,1
11148,2,58,60,28,2,0,1,0,1,0,1
11149,2,74,17,70,199,0,1,0,1,0,1
11150,1,102,146,42,9,2,0,1,0,1,0
11151,2,21,10,8,120,0,0,1,1,0,0
11152,1,3358,1237,650,1042,109,1,0,0,1,1
11153,1,762,570,206,541,18,1,0,0,1,1
11154,2,62,8,11,2,0,0,1,1,0,0
11155,1,970,154,353,854,25,1,0,0,1,1
11156,3,491,79,15,51,0,1,0,0,1,1
11157,1,309,10,69,51,10,1,0,1,0,0
11158,1,428,74,129,515,1,1,0,0,1,1
11159,2,215,494,331,6,143,1,0,1,0,1
11160,0,281,637,24,103,0,1,0,0,1,1
11161,2,130,104,202,12,0,1,0,1,0,1
11162,1,952,321,180,565,31,1,0,0,1,1
11163,0,87,0,51,0,0,1,0,0,1,1
11164,3,26,236,23,63,0,1,0,1,0,1
11165,2,63,139,128,6,60,1,0,1,0,0
11166,0,1104,2267,116,174,508,1,0,0,1,1
11167,2,87,57,153,4,26,1,0,0,1,1
11168,1,84,4,58,101,2,0,1,0,1,0
11169,1,727,193,146,114,23,0,1,0,1,0
11170,1,96,27,26,45,0,1,0,1,0,0
11171,2,51,6,134,1109,0,1,0,1,0,0
11172,2,1463,457,290,1080,0,1,0,1,0,1
11173,2,91,33,21,6,1,0,1,1,0,0
11174,0,399,78,11,87,25,1,0,1,0,1
11175,2,281,249,130,34,80,1,0,1,0,0
11176,2,128,56,100,1,34,1,0,1,0,0
11177,0,932,103,1,132,252,1,0,0,1,1
11178,3,12,51,1,0,0,1,0,0,1,0
11179,1,105,239,80,83,2,0,1,0,1,0
11180,2,47,1,50,127,0,0,1,1,0,0
11181,2,224,311,63,4,44,1,0,0,1,0
11182,0,172,131,52,4,0,1,0,1,0,0
11183,2,488,545,353,26,81,1,0,0,1,1
11184,2,375,744,290,58,130,1,0,0,1,1
11185,3,137,10,6,0,0,0,1,1,0,0
11186,2,160,75,101,11,0,1,0,0,1,1
11187,3,82,88,79,90,0,1,0,1,0,1
11188,1,844,42,151,44,14,1,0,0,1,0
11189,1,345,86,184,611,0,1,0,0,1,1
11190,1,759,314,251,661,4,1,0,0,1,0
11191,3,416,172,51,248,0,1,0,1,0,1
11192,3,469,0,43,6,0,1,0,0,1,1
11193,3,14,0,10,0,0,1,0,0,1,0
11194,3,3,18,4,0,0,1,0,1,0,1
11195,2,386,150,164,20,0,1,0,1,0,1
11196,2,18,0,11,79,0,1,0,1,0,0
11197,0,386,59,9,94,7,1,0,1,0,1
11198,2,153,301,207,6,79,0,1,0,1,0
11199,1,1349,258,239,849,20,1,0,0,1,1
11200,0,610,163,148,0,0,1,0,0,1,1
11201,2,59,40,117,770,0,1,0,1,0,1
11202,2,22,0,30,198,0,0,1,1,0,0
11203,1,41,16,45,112,0,0,1,0,1,0
11204,0,245,26,17,131,0,1,0,0,1,1
11205,2,215,49,205,2245,0,1,0,1,0,1
11206,3,356,94,24,104,0,1,0,1,0,1
11207,2,24,109,67,345,0,1,0,1,0,1
11208,3,5,10,13,46,0,1,0,1,0,0
11209,2,108,225,37,9,0,1,0,1,0,0
11210,2,39,8,63,584,0,1,0,1,0,1
11211,2,177,1576,253,400,0,1,0,1,0,1
11212,0,572,3,3,136,171,1,0,0,1,1
11213,0,551,49,7,83,0,1,0,0,1,1
11214,2,207,116,171,19,0,1,0,0,1,1
11215,3,57,256,42,62,0,1,0,1,0,1
11216,3,67,43,54,107,0,1,0,1,0,1
11217,0,339,78,20,75,124,1,0,0,1,1
11218,1,499,100,188,719,15,1,0,0,1,0
11219,0,216,63,17,152,0,1,0,0,1,1
11220,2,462,97,139,589,0,1,0,1,0,1
11221,1,553,237,194,41,19,0,1,1,0,0
11222,3,18,38,19,75,0,1,0,1,0,0
11223,0,862,89,83,0,0,1,0,1,0,1
11224,3,12,106,15,83,0,1,0,1,0,1
11225,1,2047,306,300,525,9,1,0,0,1,1
11226,3,42,4,66,54,0,1,0,1,0,0
11227,2,129,0,51,8,0,0,1,1,0,0
11228,3,1167,127,40,170,0,0,1,0,1,0
11229,1,115,302,163,3,10,0,1,0,1,0
11230,0,967,421,89,178,729,1,0,0,1,1
11231,1,156,91,122,654,0,1,0,0,1,1
11232,3,56,577,81,92,0,1,0,1,0,1
11233,0,13,29,11,0,0,1,0,1,0,0
11234,1,529,49,68,135,11,1,0,0,1,0
11235,2,92,13,32,239,0,0,1,1,0,0
11236,2,1509,322,460,1623,22,1,0,0,1,0
11237,1,995,914,419,484,21,1,0,0,1,1
11238,3,38,0,6,116,0,1,0,1,0,0
11239,0,1139,285,45,79,205,1,0,1,0,1
11240,1,492,97,126,758,2,1,0,0,1,0
11241,1,135,79,68,5,2,1,0,1,0,0
11242,1,417,110,95,106,21,0,1,0,1,0
11243,3,0,85,3,30,0,0,1,1,0,0
11244,2,177,233,200,254,0,1,0,1,0,1
11245,0,3577,154,104,0,0,1,0,0,1,1
11246,0,136,0,8,71,0,1,0,0,1,1
11247,2,48,0,39,187,0,0,1,1,0,0
11248,1,136,23,87,0,0,1,0,1,0,0
11249,1,118,108,76,104,4,0,1,0,1,0
11250,0,955,338,37,165,177,1,0,1,0,1
11251,1,309,103,119,583,0,1,0,0,1,1
11252,2,105,414,72,9,0,1,0,1,0,1
11253,3,6,189,11,18,0,0,1,0,1,0
11254,1,1598,354,419,769,36,1,0,0,1,1
11255,0,542,11,20,95,94,1,0,1,0,1
11256,1,2625,2128,325,645,15,1,0,0,1,1
11257,0,168,70,25,74,0,1,0,0,1,1
11258,2,567,1412,564,2098,0,1,0,1,0,1
11259,2,5,25,3,112,0,0,1,1,0,0
11260,1,294,130,100,530,0,1,0,0,1,1
11261,0,196,175,5,96,39,1,0,1,0,1
11262,3,6,416,15,15,0,0,1,1,0,0
11263,2,215,155,83,18,0,1,0,1,0,0
11264,0,40,173,12,58,0,0,1,0,1,0
11265,0,929,161,53,0,0,1,0,0,1,1
11266,2,526,112,208,623,0,1,0,1,0,1
11267,1,1148,425,312,599,30,1,0,0,1,1
11268,0,23,0,4,1,0,1,0,0,1,0
11269,0,149,0,23,21,0,1,0,0,1,0
11270,1,2906,461,582,687,40,1,0,0,1,1
11271,3,8,42,9,13,0,0,1,1,0,0
11272,3,39,0,17,0,0,1,0,1,0,0
11273,1,682,313,398,548,17,1,0,0,1,1
11274,3,30,4,1,0,0,1,0,1,0,0
11275,2,76,169,120,330,0,1,0,1,0,1
11276,1,712,469,271,1312,31,1,0,0,1,0
11277,2,10,181,25,201,0,0,1,1,0,0
11278,0,255,59,12,133,0,1,0,0,1,1
11279,2,225,701,368,16,82,1,0,0,1,1
11280,3,927,25,38,154,0,1,0,0,1,1
11281,2,210,41,102,1334,0,1,0,1,0,1
11282,1,212,72,118,540,0,1,0,0,1,1
11283,1,179,96,56,0,0,1,0,0,1,0
11284,2,153,194,78,4,56,0,1,1,0,0
11285,1,1030,144,121,692,55,1,0,0,1,1
11286,3,68,72,31,79,0,1,0,1,0,1
11287,1,839,401,262,89,21,1,0,0,1,0
11288,0,1,0,0,0,0,1,0,1,0,0
11289,2,481,0,157,417,0,1,0,1,0,1
11290,2,79,42,169,1,34,1,0,1,0,1
11291,1,894,588,266,840,18,1,0,0,1,1
11292,2,48,17,65,228,0,1,0,1,0,1
11293,0,262,461,27,111,0,1,0,0,1,1
11294,1,771,291,255,262,33,1,0,0,1,0
11295,0,463,204,34,110,0,1,0,0,1,1
11296,3,83,0,5,0,0,0,1,0,1,0
11297,2,285,59,98,265,0,1,0,1,0,0
11298,0,944,85,25,183,106,1,0,0,1,1
11299,2,55,48,31,5,67,1,0,1,0,0
11300,0,745,467,24,82,0,1,0,0,1,1
11301,0,825,224,23,155,239,1,0,0,1,1
11302,3,23,44,16,79,0,1,0,1,0,1
11303,3,160,263,48,99,0,1,0,1,0,1
11304,1,143,157,62,217,1,0,1,0,1,0
11305,2,178,130,188,22,131,1,0,1,0,1
11306,1,681,405,177,671,21,1,0,0,1,1
11307,0,290,9,96,73,0,1,0,0,1,0
11308,2,312,217,25,183,95,1,0,0,1,1
11309,2,90,10,50,415,0,0,1,1,0,0
11310,2,69,193,67,1,134,1,0,0,1,1
11311,3,31,68,9,0,0,0,1,0,1,0
11312,2,62,27,36,2,0,1,0,0,1,0
11313,2,11,3,16,151,0,0,1,1,0,0
11314,0,600,78,27,0,0,1,0,0,1,1
11315,2,113,71,56,0,140,1,0,0,1,1
11316,3,1803,407,27,274,0,1,0,0,1,1
11317,0,286,75,20,123,11,1,0,1,0,0
11318,1,12,0,21,126,0,0,1,0,1,0
11319,2,128,85,181,7,57,1,0,1,0,1
11320,2,116,171,52,5,56,0,1,0,1,0
11321,2,151,130,263,13,26,1,0,1,0,1
11322,1,1417,516,357,545,29,1,0,0,1,0
11323,1,70,180,59,4,1,1,0,1,0,0
11324,0,919,105,27,149,499,1,0,1,0,1
11325,1,230,341,165,673,1,1,0,0,1,0
11326,2,72,84,59,7,2,0,1,0,1,0
11327,3,9,146,21,16,0,0,1,1,0,0
11328,2,117,467,138,16,167,1,0,0,1,1
11329,3,1,6,3,73,0,1,0,1,0,1
11330,1,378,136,93,178,12,0,1,0,1,0
11331,2,126,24,14,88,0,0,1,1,0,0
11332,1,1070,1008,305,575,50,1,0,0,1,1
11333,0,736,157,17,239,110,1,0,0,1,1
11334,0,75,22,17,17,0,1,0,0,1,0
11335,2,216,43,36,0,0,1,0,1,0,0
11336,2,27,5,20,5,0,1,0,0,1,0
11337,3,140,191,21,47,0,0,1,1,0,0
11338,0,183,1,12,71,0,1,0,0,1,1
11339,0,231,10,14,92,0,1,0,0,1,1
11340,1,481,506,277,773,29,1,0,0,1,1
11341,3,4,10,13,39,0,0,1,1,0,0
11342,0,389,8,14,135,0,1,0,0,1,1
11343,2,13,0,38,566,0,1,0,1,0,1
11344,1,2171,2307,507,547,57,1,0,0,1,1
11345,2,5,3,4,123,0,1,0,1,0,0
11346,0,595,0,32,209,0,1,0,0,1,1
11347,2,618,348,623,62,69,0,1,1,0,0
11348,3,22,37,43,55,0,0,1,1,0,0
11349,3,6,34,11,1,0,1,0,0,1,0
11350,0,291,148,26,127,0,1,0,0,1,1
11351,0,589,859,52,107,0,1,0,0,1,1
11352,2,685,152,320,756,0,1,0,1,0,1
11353,3,20,47,11,30,0,1,0,1,0,1
11354,0,144,69,6,89,0,0,1,1,0,0
11355,3,11,43,20,89,0,1,0,1,0,1
11356,3,17,493,45,94,0,1,0,1,0,0
11357,3,1515,783,118,244,0,1,0,1,0,1
11358,1,1303,269,224,567,2,1,0,0,1,1
11359,2,102,40,88,3,21,1,0,0,1,1
11360,3,84,306,43,29,0,1,0,1,0,0
11361,2,403,292,258,9,75,1,0,0,1,1
11362,0,155,120,6,95,0,1,0,0,1,1
11363,1,17,0,9,0,0,1,0,0,1,0
11364,1,467,159,160,195,42,0,1,1,0,0
11365,3,17,275,46,95,0,1,0,1,0,1
11366,3,47,901,18,74,0,1,0,0,1,1
11367,1,1142,83,258,818,3,1,0,0,1,1
11368,0,594,77,90,169,110,1,0,0,1,1
11369,3,39,90,35,70,0,1,0,1,0,1
11370,1,301,608,130,165,18,0,1,0,1,0
11371,2,133,43,35,112,0,1,0,0,1,0
11372,1,1025,318,192,485,5,1,0,0,1,1
11373,0,352,27,10,83,57,1,0,0,1,1
11374,2,2,6,11,98,0,0,1,1,0,0
11375,3,25,272,105,81,0,1,0,1,0,0
11376,1,1120,424,228,125,139,1,0,0,1,0
11377,3,21,350,98,85,0,1,0,1,0,1
11378,1,613,158,229,872,5,1,0,1,0,0
11379,2,609,749,303,14,245,1,0,1,0,1
11380,3,376,90,49,91,0,1,0,0,1,1
11381,1,279,120,173,7,7,1,0,1,0,0
11382,3,8,45,13,44,0,1,0,1,0,0
11383,0,520,44,36,81,0,1,0,0,1,1
11384,2,174,475,284,21,133,1,0,0,1,1
11385,3,69,592,51,32,0,0,1,1,0,0
11386,0,1350,20,44,270,160,1,0,1,0,0
11387,0,202,192,78,68,0,1,0,0,1,1
11388,1,503,20,81,784,0,1,0,1,0,1
11389,3,23,68,7,112,0,1,0,1,0,0
11390,0,535,77,13,115,0,1,0,0,1,1
11391,1,2569,854,516,791,186,1,0,0,1,1
11392,2,250,2064,240,16,0,1,0,0,1,1
11393,1,237,61,78,154,15,1,0,0,1,0
11394,2,394,192,592,13,135,1,0,0,1,1
11395,3,38,35,46,2,0,1,0,0,1,1
11396,3,31,1235,51,63,0,1,0,0,1,1
11397,1,30,13,20,0,0,0,1,1,0,0
11398,2,227,319,98,2,107,1,0,0,1,1
11399,1,1427,222,252,534,11,1,0,0,1,1
11400,2,172,403,90,12,19,0,1,1,0,0
11401,2,72,91,99,20,40,1,0,0,1,1
11402,2,196,28,62,301,0,0,1,1,0,0
11403,3,32,105,48,75,0,1,0,1,0,1
11404,3,51,0,35,4,0,1,0,1,0,1
11405,2,174,93,76,9,0,1,0,1,0,1
11406,0,471,99,31,160,0,1,0,1,0,0
11407,3,917,0,55,146,0,1,0,0,1,1
11408,2,391,273,161,12,0,1,0,0,1,1
11409,2,101,711,149,19,0,1,0,0,1,1
11410,1,759,393,224,627,42,1,0,0,1,1
11411,1,823,162,160,533,6,1,0,0,1,1
11412,3,176,404,127,111,0,1,0,1,0,1
11413,2,14,9,26,162,0,1,0,1,0,0
11414,0,861,315,15,91,215,1,0,1,0,1
11415,0,359,106,5,222,2,1,0,1,0,1
11416,0,161,2,5,74,0,1,0,1,0,1
11417,1,1386,590,359,2105,29,1,0,0,1,1
11418,2,333,276,266,9,126,1,0,1,0,0
11419,3,55,1107,60,78,0,1,0,1,0,0
11420,3,63,342,161,82,0,1,0,1,0,1
11421,3,8,73,14,1,0,0,1,1,0,0
11422,3,27,75,62,2,0,1,0,1,0,0
11423,1,1434,471,319,398,42,1,0,0,1,0
11424,2,250,131,203,10,96,1,0,1,0,1
11425,2,214,38,142,3,0,0,1,1,0,0
11426,1,793,456,292,754,44,1,0,0,1,0
11427,3,27,3,11,16,0,1,0,1,0,0
11428,3,1265,149,58,547,0,1,0,0,1,1
11429,3,82,489,114,129,0,1,0,1,0,1
11430,3,10,190,18,0,0,1,0,1,0,0
11431,3,36,195,23,99,0,1,0,0,1,1
11432,2,124,363,164,9,0,1,0,0,1,1
11433,0,282,43,15,125,0,1,0,0,1,1
11434,0,187,9,16,97,0,1,0,0,1,1
11435,0,27,171,24,0,0,1,0,0,1,1
11436,3,92,41,132,106,0,1,0,1,0,1
11437,1,2135,627,331,662,36,1,0,0,1,1
11438,0,779,472,121,0,0,1,0,0,1,1
11439,3,305,65,54,22,0,1,0,0,1,0
11440,2,71,45,122,540,0,1,0,1,0,1
11441,3,39,104,41,89,0,1,0,1,0,1
11442,2,547,697,343,24,0,0,1,1,0,0
11443,1,1564,196,378,323,12,1,0,0,1,1
11444,1,236,131,112,452,0,1,0,1,0,1
11445,2,169,129,77,85,0,0,1,1,0,0
11446,3,363,155,56,115,0,0,1,0,1,0
11447,3,44,152,23,65,0,1,0,1,0,1
11448,2,172,73,49,1,48,1,0,1,0,0
11449,3,26,50,28,64,0,1,0,1,0,0
11450,2,53,39,69,16,3,1,0,1,0,0
11451,1,3253,3435,667,666,188,1,0,0,1,1
11452,2,36,0,31,51,0,1,0,1,0,0
11453,2,19,112,35,63,0,1,0,1,0,0
11454,1,2197,1670,551,1141,19,1,0,0,1,1
11455,3,101,263,67,65,0,1,0,0,1,1
11456,1,522,314,160,320,3,0,1,0,1,0
11457,2,220,0,152,6,5,1,0,1,0,0
11458,2,161,356,344,6,26,1,0,0,1,1
11459,2,160,129,99,6,25,0,1,1,0,0
11460,0,228,149,45,164,0,1,0,0,1,1
11461,2,212,692,686,32,157,1,0,1,0,1
11462,2,69,2,62,13,0,1,0,1,0,1
11463,0,359,699,57,144,209,1,0,0,1,1
11464,0,404,652,119,0,0,1,0,0,1,1
11465,2,32,7,21,1,0,1,0,0,1,0
11466,3,56,24,43,83,0,1,0,1,0,0
11467,2,93,203,159,10,102,1,0,0,1,1
11468,3,14,43,26,2,0,0,1,1,0,0
11469,0,33,19,14,1,0,0,1,0,1,0
11470,0,331,50,63,0,0,1,0,1,0,1
11471,0,362,70,3,108,126,1,0,1,0,0
11472,1,2274,579,371,448,47,1,0,0,1,1
11473,1,665,34,193,448,8,1,0,0,1,1
11474,0,302,221,53,96,0,1,0,0,1,1
11475,0,1,0,1,0,0,0,1,0,1,0
11476,3,775,0,37,5,0,1,0,1,0,0
11477,3,529,58,40,75,0,1,0,0,1,0
11478,3,27,1791,45,96,0,1,0,1,0,1
11479,0,367,470,73,139,0,1,0,0,1,1
11480,2,119,899,216,10,0,1,0,0,1,1
11481,1,1058,469,386,1139,11,1,0,0,1,1
11482,0,106,0,2,0,0,1,0,1,0,0
11483,3,67,10,13,0,0,1,0,0,1,0
11484,1,1538,455,310,129,25,0,1,0,1,0
11485,2,236,180,123,9,9,1,0,0,1,0
11486,3,22,291,47,90,0,1,0,1,0,0
11487,0,2078,269,285,209,190,1,0,1,0,0
11488,3,573,118,53,169,0,1,0,1,0,1
11489,0,907,190,16,203,556,1,0,1,0,1
11490,2,42,37,39,291,0,0,1,1,0,0
11491,3,9,920,21,86,0,1,0,1,0,1
11492,3,50,548,75,99,0,1,0,1,0,1
11493,1,758,169,154,622,4,1,0,0,1,1
11494,1,78,14,34,202,0,1,0,0,1,0
11495,3,0,9,2,16,0,1,0,0,1,0
11496,1,348,163,112,263,3,0,1,0,1,0
11497,2,164,337,157,766,0,1,0,1,0,1
11498,1,1017,352,270,821,7,1,0,0,1,1
11499,3,0,1,1,38,0,0,1,0,1,0
11500,0,1032,255,47,199,348,1,0,1,0,1
11501,2,67,93,79,2,0,1,0,1,0,0
11502,2,60,60,28,3,0,0,1,0,1,0
11503,0,337,44,44,115,0,1,0,0,1,0
11504,2,324,95,93,218,0,1,0,1,0,1
11505,0,343,201,44,0,0,1,0,1,0,1
11506,2,535,91,178,2648,0,1,0,1,0,1
11507,2,38,9,20,267,0,0,1,1,0,0
11508,2,433,397,799,29,228,1,0,1,0,1
11509,0,83,31,21,0,0,1,0,0,1,0
11510,1,757,175,244,730,4,1,0,0,1,0
11511,1,1289,452,372,1869,14,1,0,0,1,1
11512,1,2114,531,542,897,44,1,0,0,1,1
11513,3,6,346,17,27,0,1,0,1,0,0
11514,3,45,2307,69,82,0,1,0,1,0,1
11515,0,314,106,15,75,88,1,0,0,1,0
11516,2,178,66,78,4,24,0,1,1,0,0
11517,1,2383,453,428,2628,29,1,0,0,1,1
11518,1,157,148,59,86,7,0,1,0,1,0
11519,2,173,453,63,86,0,0,1,1,0,0
11520,2,61,65,49,411,0,1,0,1,0,1
11521,0,646,192,93,158,0,1,0,0,1,1
11522,2,502,147,612,3,88,1,0,0,1,1
11523,2,500,1461,150,2328,0,1,0,1,0,1
11524,2,174,217,436,25,108,1,0,0,1,1
11525,0,266,35,47,111,0,0,1,0,1,0
11526,0,297,30,20,127,0,1,0,0,1,1
11527,3,48,299,39,66,0,1,0,1,0,0
11528,3,45,2728,114,134,0,1,0,1,0,1
11529,2,35,21,70,577,0,0,1,1,0,0
11530,0,53,15,14,106,2,0,1,0,1,0
11531,2,107,265,61,4,77,1,0,0,1,1
11532,2,356,67,85,4,95,1,0,0,1,1
11533,1,1668,207,233,553,32,1,0,0,1,1
11534,3,2,243,5,13,0,1,0,0,1,0
11535,1,233,179,147,637,2,1,0,0,1,1
11536,1,269,289,200,807,1,1,0,0,1,1
11537,1,480,44,105,818,0,1,0,0,1,0
11538,2,46,0,15,1,2,0,1,1,0,0
11539,3,39,121,42,79,2,1,0,1,0,1
11540,3,28,421,40,63,0,1,0,0,1,1
11541,3,105,1358,192,145,0,1,0,1,0,1
11542,2,17,0,7,0,0,0,1,0,1,0
11543,3,39,169,49,79,0,1,0,1,0,1
11544,2,127,67,103,7,39,1,0,0,1,0
11545,2,42,13,43,22,3,1,0,1,0,1
11546,0,383,52,23,78,0,1,0,0,1,1
11547,1,355,66,105,244,2,1,0,0,1,0
11548,0,449,30,4,99,121,1,0,1,0,1
11549,3,138,31,134,65,0,1,0,1,0,1
11550,2,34,38,44,488,0,1,0,1,0,0
11551,3,33,881,70,95,0,1,0,1,0,1
11552,2,526,344,734,54,246,1,0,0,1,1
11553,3,18,211,32,62,0,1,0,1,0,1
11554,2,126,136,106,177,0,0,1,1,0,0
11555,2,166,466,376,5,81,1,0,1,0,1
11556,3,640,110,29,154,0,1,0,0,1,1
11557,2,173,160,200,18,21,1,0,0,1,0
11558,2,23,127,74,572,0,1,0,1,0,1
11559,2,280,0,24,153,0,0,1,1,0,0
11560,2,60,26,23,2,0,1,0,1,0,0
11561,1,1419,186,275,812,25,1,0,0,1,1
11562,3,2,100,8,29,0,1,0,1,0,0
11563,2,197,43,28,3,0,1,0,0,1,0
11564,2,1086,436,266,1962,0,1,0,1,0,1
11565,3,7,1,5,0,0,0,1,1,0,0
11566,1,1219,692,306,634,31,1,0,0,1,1
11567,0,75,27,17,109,0,1,0,1,0,0
11568,2,174,443,340,34,51,1,0,0,1,1
11569,0,793,83,26,161,155,1,0,0,1,1
11570,2,84,35,105,5,0,1,0,0,1,1
11571,2,326,319,257,211,104,1,0,0,1,1
11572,0,5,2,1,0,0,0,1,1,0,0
11573,1,2005,2198,934,3741,15,1,0,0,1,0
11574,0,382,82,22,127,0,0,1,0,1,0
11575,3,22,754,60,83,0,1,0,1,0,1
11576,1,1055,631,409,424,70,0,1,0,1,0
11577,1,1788,199,325,451,16,1,0,0,1,1
11578,1,722,268,186,504,1,1,0,0,1,1
11579,2,34,0,12,1,0,0,1,1,0,0
11580,3,58,15,69,52,0,1,0,1,0,1
11581,1,1290,154,389,643,20,1,0,0,1,1
11582,0,966,159,37,157,569,1,0,1,0,1
11583,3,80,56,70,100,0,1,0,1,0,1
11584,1,102,154,71,234,0,1,0,0,1,0
11585,3,12,0,12,0,0,1,0,1,0,0
11586,1,322,117,202,568,0,1,0,0,1,1
11587,3,67,24,40,48,0,1,0,1,0,1
11588,1,498,79,132,579,1,1,0,0,1,1
11589,3,51,5126,311,118,0,1,0,1,0,1
11590,2,65,0,13,6,10,1,0,1,0,0
11591,0,409,166,11,194,29,1,0,1,0,0
11592,0,574,16,45,284,0,1,0,0,1,1
11593,1,637,118,195,606,0,1,0,0,1,1
11594,2,919,152,84,394,0,1,0,1,0,1
11595,2,353,24,88,323,0,1,0,0,1,0
11596,1,216,273,127,573,4,1,0,0,1,1
11597,1,1132,401,226,1474,8,1,0,0,1,1
11598,2,256,84,240,48,37,1,0,0,1,1
11599,0,316,72,52,102,10,1,0,0,1,0
11600,2,60,0,8,145,0,0,1,1,0,0
11601,1,2569,396,300,637,18,1,0,0,1,1
11602,0,181,4,29,126,0,1,0,0,1,1
11603,2,581,347,86,1,0,1,0,0,1,0
11604,3,612,35,29,311,0,1,0,0,1,1
11605,2,160,38,174,1,3,0,1,1,0,0
11606,0,459,49,45,150,0,1,0,0,1,1
11607,2,433,54,122,21,13,0,1,0,1,0
11608,1,102,71,114,210,0,1,0,0,1,0
11609,2,124,57,68,96,0,1,0,0,1,0
11610,2,157,37,86,444,0,1,0,1,0,1
11611,0,308,31,17,58,0,1,0,0,1,1
11612,0,1127,613,37,116,115,1,0,1,0,0
11613,0,335,146,95,84,0,1,0,0,1,1
11614,2,247,140,75,7,60,1,0,1,0,1
11615,1,428,482,475,1167,9,1,0,0,1,1
11616,0,348,27,105,0,0,1,0,0,1,1
11617,1,1188,660,277,1267,69,1,0,0,1,1
11618,2,158,52,211,1059,0,1,0,0,1,0
11619,0,322,252,16,125,0,0,1,1,0,0
11620,3,24,153,23,70,0,1,0,1,0,1
11621,0,200,47,23,105,0,1,0,0,1,1
